top_n,embedding_index,source_csv_row,true_label,pred_label,outer_fold,max_logit_level_score,uncalibrated_confidence_clipped_score,platt_confidence,correct,top_prompt_id_for_pred_class,top_prompt_class,top_prompt_text
1,266,266,emergent_vegetation,emergent_vegetation,5,0.2274174839258194,0.2274174839258194,0.5588209328617615,1,45,emergent_vegetation,"emergent vegetation (sensor: both, environment: any, ablation: simple)"
1,267,267,emergent_vegetation,submerged_aquatic_vegetation,1,0.21948973834514618,0.21948973834514618,0.5686167481269263,0,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,268,268,emergent_vegetation,emergent_vegetation,4,0.22993440926074982,0.22993440926074982,0.6277706043469095,1,45,emergent_vegetation,"emergent vegetation (sensor: both, environment: any, ablation: simple)"
1,269,269,emergent_vegetation,emergent_vegetation,5,0.23366190493106842,0.23366190493106842,0.5597198984469879,1,45,emergent_vegetation,"emergent vegetation (sensor: both, environment: any, ablation: simple)"
1,270,270,emergent_vegetation,emergent_vegetation,1,0.22790248692035675,0.22790248692035675,0.5697995034398867,1,45,emergent_vegetation,"emergent vegetation (sensor: both, environment: any, ablation: simple)"
1,271,271,emergent_vegetation,emergent_vegetation,3,0.24380318820476532,0.24380318820476532,0.6155365196583589,1,45,emergent_vegetation,"emergent vegetation (sensor: both, environment: any, ablation: simple)"
1,272,272,emergent_vegetation,emergent_vegetation,4,0.22579112648963928,0.22579112648963928,0.6273264389300417,1,45,emergent_vegetation,"emergent vegetation (sensor: both, environment: any, ablation: simple)"
1,273,273,emergent_vegetation,emergent_vegetation,4,0.24620385468006134,0.24620385468006134,0.6295126185893148,1,45,emergent_vegetation,"emergent vegetation (sensor: both, environment: any, ablation: simple)"
1,274,274,emergent_vegetation,emergent_vegetation,1,0.22435902059078217,0.22435902059078217,0.5693014208612854,1,45,emergent_vegetation,"emergent vegetation (sensor: both, environment: any, ablation: simple)"
1,275,275,emergent_vegetation,emergent_vegetation,2,0.22869251668453217,0.22869251668453217,0.6204900947710055,1,45,emergent_vegetation,"emergent vegetation (sensor: both, environment: any, ablation: simple)"
1,276,276,submerged_aquatic_vegetation,submerged_aquatic_vegetation,4,0.22635602951049805,0.22635602951049805,0.6273870099567479,1,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,277,277,submerged_aquatic_vegetation,emergent_vegetation,3,0.23839224874973297,0.23839224874973297,0.6147395303279013,0,45,emergent_vegetation,"emergent vegetation (sensor: both, environment: any, ablation: simple)"
1,278,278,submerged_aquatic_vegetation,submerged_aquatic_vegetation,3,0.2487564980983734,0.2487564980983734,0.6162655604722069,1,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,279,279,submerged_aquatic_vegetation,emergent_vegetation,5,0.2351585030555725,0.2351585030555725,0.5599352952577098,0,45,emergent_vegetation,"emergent vegetation (sensor: both, environment: any, ablation: simple)"
1,280,280,submerged_aquatic_vegetation,submerged_aquatic_vegetation,1,0.2401629090309143,0.2401629090309143,0.5715217772548323,1,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,281,281,submerged_aquatic_vegetation,emergent_vegetation,3,0.23739947378635406,0.23739947378635406,0.6145932353065727,0,45,emergent_vegetation,"emergent vegetation (sensor: both, environment: any, ablation: simple)"
1,282,282,submerged_aquatic_vegetation,submerged_aquatic_vegetation,4,0.22583937644958496,0.22583937644958496,0.6273316126283562,1,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,283,283,submerged_aquatic_vegetation,submerged_aquatic_vegetation,1,0.2354157716035843,0.2354157716035843,0.5708551297615935,1,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,284,284,submerged_aquatic_vegetation,submerged_aquatic_vegetation,5,0.24207168817520142,0.24207168817520142,0.5609299763348516,1,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,285,285,submerged_aquatic_vegetation,submerged_aquatic_vegetation,3,0.21587631106376648,0.21587631106376648,0.611416537,1,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,286,286,submerged_aquatic_vegetation,submerged_aquatic_vegetation,3,0.22653746604919434,0.22653746604919434,0.6129912652692465,1,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,287,287,submerged_aquatic_vegetation,rocky_bed,2,0.23327216506004333,0.23327216506004333,0.6210154852529551,0,32,rocky_bed,"underwater rocks visible through clear water (sensor: both, environment: lake, ablation: hydrology)"
1,288,288,submerged_aquatic_vegetation,emergent_vegetation,4,0.22280193865299225,0.22280193865299225,0.6270058604801493,0,45,emergent_vegetation,"emergent vegetation (sensor: both, environment: any, ablation: simple)"
1,289,289,submerged_aquatic_vegetation,submerged_aquatic_vegetation,3,0.22151821851730347,0.22151821851730347,0.612250179,1,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,290,290,submerged_aquatic_vegetation,submerged_aquatic_vegetation,4,0.18764367699623108,0.18764367699623108,0.6232269629014927,1,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,291,291,submerged_aquatic_vegetation,submerged_aquatic_vegetation,1,0.22301821410655975,0.22301821410655975,0.5691129155674367,1,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,292,292,submerged_aquatic_vegetation,rocky_bed,5,0.21129360795021057,0.21129360795021057,0.5564979211253366,0,32,rocky_bed,"underwater rocks visible through clear water (sensor: both, environment: lake, ablation: hydrology)"
1,293,293,submerged_aquatic_vegetation,emergent_vegetation,4,0.22543872892856598,0.22543872892856598,0.6272886515137494,0,45,emergent_vegetation,"emergent vegetation (sensor: both, environment: any, ablation: simple)"
1,294,294,submerged_aquatic_vegetation,emergent_vegetation,3,0.2352801412343979,0.2352801412343979,0.6142808618274832,0,45,emergent_vegetation,"emergent vegetation (sensor: both, environment: any, ablation: simple)"
1,295,295,submerged_aquatic_vegetation,submerged_aquatic_vegetation,1,0.21587631106376648,0.21587631106376648,0.568108492,1,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,296,296,submerged_aquatic_vegetation,rocky_bed,5,0.24210530519485474,0.24210530519485474,0.5609348120208324,0,32,rocky_bed,"underwater rocks visible through clear water (sensor: both, environment: lake, ablation: hydrology)"
1,297,297,submerged_aquatic_vegetation,submerged_aquatic_vegetation,1,0.22479984164237976,0.22479984164237976,0.5693633919391963,1,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,298,298,submerged_aquatic_vegetation,emergent_vegetation,5,0.2124633640050888,0.2124633640050888,0.5566665355375561,0,45,emergent_vegetation,"emergent vegetation (sensor: both, environment: any, ablation: simple)"
1,299,299,submerged_aquatic_vegetation,submerged_aquatic_vegetation,2,0.2155490666627884,0.2155490666627884,0.6189806744365678,1,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,300,300,submerged_aquatic_vegetation,emergent_vegetation,2,0.22181135416030884,0.22181135416030884,0.6197001369038797,0,45,emergent_vegetation,"emergent vegetation (sensor: both, environment: any, ablation: simple)"
1,301,301,submerged_aquatic_vegetation,submerged_aquatic_vegetation,2,0.2174004316329956,0.2174004316329956,0.6191934288289238,1,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,302,302,submerged_aquatic_vegetation,emergent_vegetation,2,0.23357534408569336,0.23357534408569336,0.6210502568250795,0,45,emergent_vegetation,"emergent vegetation (sensor: both, environment: any, ablation: simple)"
1,303,303,submerged_aquatic_vegetation,submerged_aquatic_vegetation,2,0.20740696787834167,0.20740696787834167,0.6180444628560433,1,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,304,304,submerged_aquatic_vegetation,submerged_aquatic_vegetation,1,0.21618656814098358,0.21618656814098358,0.5681521378447301,1,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,305,305,submerged_aquatic_vegetation,submerged_aquatic_vegetation,4,0.21790571510791779,0.21790571510791779,0.6264805189433216,1,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,306,306,submerged_aquatic_vegetation,submerged_aquatic_vegetation,1,0.2229541540145874,0.2229541540145874,0.5691039087946936,1,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,307,307,submerged_aquatic_vegetation,emergent_vegetation,2,0.2280990481376648,0.2280990481376648,0.6204219896371341,0,45,emergent_vegetation,"emergent vegetation (sensor: both, environment: any, ablation: simple)"
1,308,308,submerged_aquatic_vegetation,submerged_aquatic_vegetation,5,0.22118346393108368,0.22118346393108368,0.5579230798110787,1,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,309,309,submerged_aquatic_vegetation,submerged_aquatic_vegetation,1,0.21534696221351624,0.21534696221351624,0.5680340231909019,1,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,310,310,submerged_aquatic_vegetation,emergent_vegetation,5,0.22665712237358093,0.22665712237358093,0.5587114424685431,0,45,emergent_vegetation,"emergent vegetation (sensor: both, environment: any, ablation: simple)"
1,311,311,submerged_aquatic_vegetation,submerged_aquatic_vegetation,5,0.22414913773536682,0.22414913773536682,0.5583502577700054,1,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,312,312,submerged_aquatic_vegetation,submerged_aquatic_vegetation,2,0.22070764005184174,0.22070764005184174,0.6195733713229752,1,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,313,313,submerged_aquatic_vegetation,submerged_aquatic_vegetation,2,0.22173503041267395,0.22173503041267395,0.6196913713689176,1,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,314,314,submerged_aquatic_vegetation,rocky_bed,4,0.21648496389389038,0.21648496389389038,0.6263280231594248,0,32,rocky_bed,"underwater rocks visible through clear water (sensor: both, environment: lake, ablation: hydrology)"
1,315,315,submerged_aquatic_vegetation,submerged_aquatic_vegetation,1,0.1956436187028885,0.1956436187028885,0.565259989,1,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,316,316,submerged_aquatic_vegetation,submerged_aquatic_vegetation,5,0.2357274740934372,0.2357274740934372,0.5600171780893552,1,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,317,317,submerged_aquatic_vegetation,submerged_aquatic_vegetation,5,0.2177657186985016,0.2177657186985016,0.557430679,1,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,318,318,submerged_aquatic_vegetation,deep_water,3,0.21146482229232788,0.21146482229232788,0.610764245,0,2,deep_water,"a satellite image of deep blue water (sensor: aerial, environment: lake, ablation: hydrology)"
1,319,319,submerged_aquatic_vegetation,submerged_aquatic_vegetation,2,0.22212794423103333,0.22212794423103333,0.6197364954136843,1,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,320,320,submerged_aquatic_vegetation,submerged_aquatic_vegetation,5,0.20265483856201172,0.20265483856201172,0.5552522857040775,1,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,321,321,submerged_aquatic_vegetation,submerged_aquatic_vegetation,1,0.23152883350849152,0.23152883350849152,0.5703090897250298,1,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,322,322,submerged_aquatic_vegetation,emergent_vegetation,5,0.21331174671649933,0.21331174671649933,0.556788817,0,45,emergent_vegetation,"emergent vegetation (sensor: both, environment: any, ablation: simple)"
1,323,323,submerged_aquatic_vegetation,emergent_vegetation,4,0.218034029,0.218034029,0.6264942902290784,0,45,emergent_vegetation,"emergent vegetation (sensor: both, environment: any, ablation: simple)"
1,324,324,submerged_aquatic_vegetation,submerged_aquatic_vegetation,2,0.2371734380722046,0.2371734380722046,0.6214628268113684,1,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,325,325,submerged_aquatic_vegetation,submerged_aquatic_vegetation,3,0.2310088723897934,0.2310088723897934,0.6136510234638207,1,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,326,326,submerged_aquatic_vegetation,submerged_aquatic_vegetation,4,0.20700682699680328,0.20700682699680328,0.6253100497710944,1,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,327,327,submerged_aquatic_vegetation,submerged_aquatic_vegetation,4,0.2494594156742096,0.2494594156742096,0.6298607977960964,1,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,328,328,submerged_aquatic_vegetation,submerged_aquatic_vegetation,2,0.23434147238731384,0.23434147238731384,0.6211381184602671,1,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,329,329,submerged_aquatic_vegetation,deep_water,4,0.2057875394821167,0.2057875394821167,0.6251790148062454,0,2,deep_water,"a satellite image of deep blue water (sensor: aerial, environment: lake, ablation: hydrology)"
1,330,330,submerged_aquatic_vegetation,submerged_aquatic_vegetation,3,0.19562861323356628,0.19562861323356628,0.6084194193515764,1,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,331,331,submerged_aquatic_vegetation,submerged_aquatic_vegetation,5,0.22398635745048523,0.22398635745048523,0.5583268130051872,1,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,332,332,submerged_aquatic_vegetation,submerged_aquatic_vegetation,3,0.21331669390201569,0.21331669390201569,0.6110381151758695,1,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,333,333,submerged_aquatic_vegetation,submerged_aquatic_vegetation,3,0.2300766408443451,0.2300766408443451,0.6135135065827975,1,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,334,334,submerged_aquatic_vegetation,submerged_aquatic_vegetation,3,0.21850308775901794,0.21850308775901794,0.6118047477371392,1,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,335,335,submerged_aquatic_vegetation,submerged_aquatic_vegetation,1,0.20405828952789307,0.20405828952789307,0.5664452014996952,1,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,336,336,submerged_aquatic_vegetation,rocky_bed,4,0.23790770769119263,0.23790770769119263,0.6286247451978684,0,32,rocky_bed,"underwater rocks visible through clear water (sensor: both, environment: lake, ablation: hydrology)"
1,337,337,submerged_aquatic_vegetation,rocky_bed,1,0.22954824566841125,0.22954824566841125,0.5700307893292352,0,32,rocky_bed,"underwater rocks visible through clear water (sensor: both, environment: lake, ablation: hydrology)"
1,338,338,submerged_aquatic_vegetation,submerged_aquatic_vegetation,4,0.23778405785560608,0.23778405785560608,0.6286115053090184,1,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,339,339,submerged_aquatic_vegetation,rocky_bed,5,0.2344178706407547,0.2344178706407547,0.5598287030848657,0,32,rocky_bed,"underwater rocks visible through clear water (sensor: both, environment: lake, ablation: hydrology)"
1,340,340,submerged_aquatic_vegetation,rocky_bed,3,0.21756376326084137,0.21756376326084137,0.6116659413500011,0,32,rocky_bed,"underwater rocks visible through clear water (sensor: both, environment: lake, ablation: hydrology)"
1,341,341,submerged_aquatic_vegetation,rocky_bed,4,0.23088298738002777,0.23088298738002777,0.6278722628686613,0,32,rocky_bed,"underwater rocks visible through clear water (sensor: both, environment: lake, ablation: hydrology)"
1,342,342,submerged_aquatic_vegetation,rocky_bed,2,0.22516515851020813,0.22516515851020813,0.620085233,0,32,rocky_bed,"underwater rocks visible through clear water (sensor: both, environment: lake, ablation: hydrology)"
1,343,343,submerged_aquatic_vegetation,rocky_bed,2,0.23664149641990662,0.23664149641990662,0.6214018435838613,0,32,rocky_bed,"underwater rocks visible through clear water (sensor: both, environment: lake, ablation: hydrology)"
1,344,344,submerged_aquatic_vegetation,emergent_vegetation,1,0.24290120601654053,0.24290120601654053,0.5719062024637513,0,45,emergent_vegetation,"emergent vegetation (sensor: both, environment: any, ablation: simple)"
3,0,0,deep_water,deep_water,2,0.19964320957660675,0.19964320957660675,0.6537753652710248,1,0,deep_water,"deep water (sensor: both, environment: any, ablation: simple)"
3,1,1,deep_water,deep_water,1,0.2149866372346878,0.2149866372346878,0.6266671896333226,1,0,deep_water,"deep water (sensor: both, environment: any, ablation: simple)"
3,2,2,deep_water,deep_water,4,0.23573315143585205,0.23573315143585205,0.6547039405991255,1,2,deep_water,"a satellite image of deep blue water (sensor: aerial, environment: lake, ablation: hydrology)"
3,3,3,deep_water,submerged_aquatic_vegetation,1,0.17054378986358643,0.17054378986358643,0.6220263708527918,0,60,submerged_aquatic_vegetation,"submerged aquatic vegetation (sensor: both, environment: any, ablation: simple)"
3,4,4,deep_water,deep_water,4,0.19258609414100647,0.19258609414100647,0.6489735895453608,1,0,deep_water,"deep water (sensor: both, environment: any, ablation: simple)"
3,5,5,deep_water,deep_water,2,0.2190070003271103,0.2190070003271103,0.6562369468028983,1,0,deep_water,"deep water (sensor: both, environment: any, ablation: simple)"
3,6,6,deep_water,deep_water,1,0.23675771057605743,0.23675771057605743,0.6289321499813917,1,6,deep_water,"an NLS lake image showing deep water with no visible bottom (sensor: NLS, environment: lake, ablation: sensor)"
3,7,7,deep_water,deep_water,3,0.24267634749412537,0.24267634749412537,0.637511333,1,2,deep_water,"a satellite image of deep blue water (sensor: aerial, environment: lake, ablation: hydrology)"
3,8,8,deep_water,submerged_aquatic_vegetation,4,0.20949867367744446,0.20949867367744446,0.6512249760516649,0,60,submerged_aquatic_vegetation,"submerged aquatic vegetation (sensor: both, environment: any, ablation: simple)"
3,9,9,deep_water,deep_water,1,0.1891222596168518,0.1891222596168518,0.623969151,1,0,deep_water,"deep water (sensor: both, environment: any, ablation: simple)"
3,10,10,deep_water,deep_water,3,0.1901387721300125,0.1901387721300125,0.6306059267238924,1,0,deep_water,"deep water (sensor: both, environment: any, ablation: simple)"
3,11,11,deep_water,deep_water,1,0.24344834685325623,0.24344834685325623,0.6296270805206867,1,2,deep_water,"a satellite image of deep blue water (sensor: aerial, environment: lake, ablation: hydrology)"
3,12,12,deep_water,deep_water,5,0.1974322646856308,0.1974322646856308,0.642790737,1,0,deep_water,"deep water (sensor: both, environment: any, ablation: simple)"
3,13,13,deep_water,deep_water,1,0.2320663332939148,0.2320663332939148,0.6284445561057105,1,2,deep_water,"a satellite image of deep blue water (sensor: aerial, environment: lake, ablation: hydrology)"
3,14,14,deep_water,deep_water,5,0.23317761719226837,0.23317761719226837,0.6468003027338349,1,0,deep_water,"deep water (sensor: both, environment: any, ablation: simple)"
3,15,15,deep_water,deep_water,3,0.21142658591270447,0.21142658591270447,0.6334105744984164,1,2,deep_water,"a satellite image of deep blue water (sensor: aerial, environment: lake, ablation: hydrology)"
3,16,16,deep_water,deep_water,5,0.2025987207889557,0.2025987207889557,0.6433715127603679,1,6,deep_water,"an NLS lake image showing deep water with no visible bottom (sensor: NLS, environment: lake, ablation: sensor)"
3,17,17,deep_water,deep_water,3,0.216584712,0.216584712,0.6340888024289121,1,0,deep_water,"deep water (sensor: both, environment: any, ablation: simple)"
3,18,18,deep_water,deep_water,5,0.20737051963806152,0.20737051963806152,0.6439075501915936,1,6,deep_water,"an NLS lake image showing deep water with no visible bottom (sensor: NLS, environment: lake, ablation: sensor)"
3,19,19,deep_water,deep_water,4,0.2318122535943985,0.2318122535943985,0.6541850295482021,1,2,deep_water,"a satellite image of deep blue water (sensor: aerial, environment: lake, ablation: hydrology)"
3,20,20,deep_water,deep_water,2,0.2495090365409851,0.2495090365409851,0.6600974492968552,1,2,deep_water,"a satellite image of deep blue water (sensor: aerial, environment: lake, ablation: hydrology)"
3,21,21,deep_water,deep_water,3,0.2210293859243393,0.2210293859243393,0.6346727943793179,1,2,deep_water,"a satellite image of deep blue water (sensor: aerial, environment: lake, ablation: hydrology)"
3,22,22,deep_water,deep_water,4,0.20701724290847778,0.20701724290847778,0.6508950696755126,1,6,deep_water,"an NLS lake image showing deep water with no visible bottom (sensor: NLS, environment: lake, ablation: sensor)"
3,23,23,deep_water,emergent_vegetation,3,0.19458018243312836,0.19458018243312836,0.631191814,0,45,emergent_vegetation,"emergent vegetation (sensor: both, environment: any, ablation: simple)"
3,24,24,deep_water,deep_water,1,0.23446175456047058,0.23446175456047058,0.6286935547086323,1,2,deep_water,"a satellite image of deep blue water (sensor: aerial, environment: lake, ablation: hydrology)"
3,25,25,deep_water,deep_water,5,0.21173331141471863,0.21173331141471863,0.6443973266462877,1,6,deep_water,"an NLS lake image showing deep water with no visible bottom (sensor: NLS, environment: lake, ablation: sensor)"
3,26,26,deep_water,deep_water,3,0.22606831789016724,0.22606831789016724,0.6353343878404554,1,6,deep_water,"an NLS lake image showing deep water with no visible bottom (sensor: NLS, environment: lake, ablation: sensor)"
3,27,27,deep_water,deep_water,4,0.23710490763187408,0.23710490763187408,0.6548853987014095,1,2,deep_water,"a satellite image of deep blue water (sensor: aerial, environment: lake, ablation: hydrology)"
3,28,28,deep_water,deep_water,4,0.22049936652183533,0.22049936652183533,0.6526857707206188,1,6,deep_water,"an NLS lake image showing deep water with no visible bottom (sensor: NLS, environment: lake, ablation: sensor)"
3,29,29,deep_water,deep_water,2,0.2183758169412613,0.2183758169412613,0.65615684,1,0,deep_water,"deep water (sensor: both, environment: any, ablation: simple)"
3,30,30,deep_water,deep_water,4,0.19793705642223358,0.19793705642223358,0.6496866274385308,1,0,deep_water,"deep water (sensor: both, environment: any, ablation: simple)"
3,31,31,deep_water,deep_water,3,0.2028205394744873,0.2028205394744873,0.6322778125504341,1,0,deep_water,"deep water (sensor: both, environment: any, ablation: simple)"
3,32,32,deep_water,deep_water,2,0.25041109323501587,0.25041109323501587,0.6602112983755405,1,2,deep_water,"a satellite image of deep blue water (sensor: aerial, environment: lake, ablation: hydrology)"
3,33,33,deep_water,deep_water,3,0.21112121641635895,0.21112121641635895,0.6333704056904627,1,0,deep_water,"deep water (sensor: both, environment: any, ablation: simple)"
3,34,34,deep_water,deep_water,1,0.22948303818702698,0.22948303818702698,0.6281759519814021,1,0,deep_water,"deep water (sensor: both, environment: any, ablation: simple)"
3,35,35,deep_water,deep_water,4,0.23920728266239166,0.23920728266239166,0.6551634166519243,1,0,deep_water,"deep water (sensor: both, environment: any, ablation: simple)"
3,36,36,deep_water,deep_water,1,0.2159418910741806,0.2159418910741806,0.6267666871973809,1,0,deep_water,"deep water (sensor: both, environment: any, ablation: simple)"
3,37,37,deep_water,deep_water,2,0.20094327628612518,0.20094327628612518,0.6539408933958852,1,0,deep_water,"deep water (sensor: both, environment: any, ablation: simple)"
3,38,38,deep_water,deep_water,1,0.1895333081483841,0.1895333081483841,0.6240120897769211,1,0,deep_water,"deep water (sensor: both, environment: any, ablation: simple)"
3,39,39,deep_water,deep_water,4,0.1929798424243927,0.1929798424243927,0.6490260808531251,1,0,deep_water,"deep water (sensor: both, environment: any, ablation: simple)"
3,40,40,deep_water,deep_water,1,0.20823004841804504,0.20823004841804504,0.6259631295248982,1,0,deep_water,"deep water (sensor: both, environment: any, ablation: simple)"
3,41,41,deep_water,deep_water,3,0.20285817980766296,0.20285817980766296,0.6322827701111015,1,0,deep_water,"deep water (sensor: both, environment: any, ablation: simple)"
3,42,42,deep_water,deep_water,5,0.2051413357257843,0.2051413357257843,0.6436571808207827,1,0,deep_water,"deep water (sensor: both, environment: any, ablation: simple)"
3,43,43,deep_water,submerged_aquatic_vegetation,5,0.20979022979736328,0.20979022979736328,0.6441792293611831,0,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
3,44,44,deep_water,deep_water,2,0.20189209282398224,0.20189209282398224,0.6540616758446018,1,0,deep_water,"deep water (sensor: both, environment: any, ablation: simple)"
3,45,45,deep_water,deep_water,2,0.22338929772377014,0.22338929772377014,0.65679288,1,0,deep_water,"deep water (sensor: both, environment: any, ablation: simple)"
3,46,46,deep_water,deep_water,3,0.2192670851945877,0.2192670851945877,0.6344412904845182,1,0,deep_water,"deep water (sensor: both, environment: any, ablation: simple)"
3,47,47,deep_water,deep_water,2,0.22386480867862701,0.22386480867862701,0.6568531771667088,1,0,deep_water,"deep water (sensor: both, environment: any, ablation: simple)"
3,48,48,deep_water,deep_water,4,0.2205817848443985,0.2205817848443985,0.652696704,1,0,deep_water,"deep water (sensor: both, environment: any, ablation: simple)"
3,49,49,deep_water,deep_water,2,0.20803382992744446,0.20803382992744446,0.6548430257399683,1,0,deep_water,"deep water (sensor: both, environment: any, ablation: simple)"
3,50,50,deep_water,deep_water,5,0.18587464094161987,0.18587464094161987,0.6414899930184845,1,0,deep_water,"deep water (sensor: both, environment: any, ablation: simple)"
3,51,51,deep_water,deep_water,5,0.21608766913414001,0.21608766913414001,0.6448858550184998,1,0,deep_water,"deep water (sensor: both, environment: any, ablation: simple)"
3,52,52,deep_water,deep_water,1,0.21869555115699768,0.21869555115699768,0.6270534435385426,1,0,deep_water,"deep water (sensor: both, environment: any, ablation: simple)"
3,53,53,deep_water,deep_water,3,0.20953570306301117,0.20953570306301117,0.6331618148598406,1,0,deep_water,"deep water (sensor: both, environment: any, ablation: simple)"
3,54,54,deep_water,deep_water,5,0.20761270821094513,0.20761270821094513,0.6439347467116385,1,0,deep_water,"deep water (sensor: both, environment: any, ablation: simple)"
3,55,55,deep_water,deep_water,5,0.2042391300201416,0.2042391300201416,0.6435558278272229,1,0,deep_water,"deep water (sensor: both, environment: any, ablation: simple)"
3,56,56,deep_water,deep_water,3,0.18837755918502808,0.18837755918502808,0.6303734901714496,1,0,deep_water,"deep water (sensor: both, environment: any, ablation: simple)"
3,57,57,deep_water,deep_water,3,0.19761966168880463,0.19761966168880463,0.6315925430174065,1,0,deep_water,"deep water (sensor: both, environment: any, ablation: simple)"
3,58,58,deep_water,deep_water,4,0.22142216563224792,0.22142216563224792,0.65280818,1,0,deep_water,"deep water (sensor: both, environment: any, ablation: simple)"
3,59,59,deep_water,deep_water,5,0.18631573021411896,0.18631573021411896,0.641539673,1,0,deep_water,"deep water (sensor: both, environment: any, ablation: simple)"
3,60,60,deep_water,deep_water,1,0.2070789486169815,0.2070789486169815,0.6258431276264134,1,0,deep_water,"deep water (sensor: both, environment: any, ablation: simple)"
3,61,61,deep_water,deep_water,4,0.21939724683761597,0.21939724683761597,0.652539548,1,0,deep_water,"deep water (sensor: both, environment: any, ablation: simple)"
